scheme_code,scheme_name,category
152730,Axis Nifty 500 Index Fund - Regular Plan - Growth Option,Other
152629,Axis Nifty Bank Index Fund - Direct Plan - Growth Option,Other
152631,Axis Nifty Bank Index Fund - Direct Plan - IDCW Option,Other
152632,Axis Nifty Bank Index Fund - Regular Plan - Growth Option,Other
152630,Axis Nifty Bank Index Fund - Regular Plan - IDCW Option,Other
154348,Axis Nifty Capital Markets Index Fund- Direct Plan,Other
154349,Axis Nifty Capital Markets Index Fund- Regular Plan,Other
154326,Axis Nifty India Defence Index Fund - Direct Plan - Growth,Other
154327,Axis Nifty India Defence Index Fund - Regular Plan - Growth,Other
151785,Axis Nifty IT Index Fund - Direct Plan - Growth,Other
151786,Axis Nifty IT Index Fund - Direct Plan - IDCW,Other
151787,Axis Nifty IT Index Fund - Regular Plan - Growth,Other
151784,Axis Nifty IT Index Fund - Regular Plan - IDCW,Other
149936,Axis Nifty Midcap 50 Index Fund - Direct Plan - Growth Option,Other
149935,Axis Nifty Midcap 50 Index Fund - Direct Plan - IDCW Option,Other
149938,Axis Nifty Midcap 50 Index Fund - Regular Plan - Growth Option,Other
149937,Axis Nifty Midcap 50 Index Fund - Regular Plan - IDCW Option,Other
149466,Axis Nifty Next 50 Index Fund - Direct Plan - Growth,Other
149469,Axis Nifty Next 50 Index Fund - Direct Plan - IDCW,Other
149467,Axis Nifty Next 50 Index Fund - Regular Plan - Growth,Other
149468,Axis Nifty Next 50 Index Fund - Regular Plan - IDCW,Other
150854,Axis Nifty SDL September 2026 Debt Index Fund - Direct Plan - Growth,Debt
150852,Axis Nifty SDL September 2026 Debt Index Fund - Direct Plan - IDCW,Debt
150853,Axis Nifty SDL September 2026 Debt Index Fund - Regular Plan -  IDCW,Debt
150851,Axis Nifty SDL September 2026 Debt Index Fund - Regular Plan - Growth,Debt
149894,Axis Nifty Smallcap 50 Index Fund - Direct Plan - Growth Option,Other
149895,Axis Nifty Smallcap 50 Index Fund - Direct Plan - IDCW,Other
149896,Axis Nifty Smallcap 50 Index Fund - Regular Plan - Growth Option,Other
149897,Axis Nifty Smallcap 50 Index Fund - Regular Plan - IDCW,Other
153244,Axis Nifty500 Momentum 50 Index Fund - Direct Plan - Growth Option,Other
153245,Axis Nifty500 Momentum 50 Index Fund - Regular Plan - Growth Option,Other
153829,Axis Nifty500 Quality 50 Index Fund - Direct Plan - Growth Option,Other
153830,Axis Nifty500 Quality 50 Index Fund - Regular Plan - Growth Option,Other
152949,Axis Nifty500 Value 50 Index Fund - Direct Plan - Growth Option,Other
152950,Axis Nifty500 Value 50 Index Fund - Regular Plan - Growth Option,Other
153506,Bajaj Finserv Nifty 50 Index Fund - Direct - Growth,Other
153505,Bajaj Finserv Nifty 50 Index Fund - Direct - IDCW,Other
153508,Bajaj Finserv Nifty 50 Index Fund - Regular - Growth,Other
153507,Bajaj Finserv Nifty 50 Index Fund - Regular - IDCW,Other
153479,Bajaj Finserv Nifty Next 50 Index Fund - Direct - Growth,Other
153478,Bajaj Finserv Nifty Next 50 Index Fund - Direct - IDCW,Other
153480,Bajaj Finserv Nifty Next 50 Index Fund - Regular - Growth,Other
153481,Bajaj Finserv Nifty Next 50 Index Fund - Regular - IDCW,Other
152844,Bandhan BSE Healthcare Index Fund Direct Plan - Growth,Other
152843,Bandhan BSE Healthcare Index Fund Regular Plan - Growth,Other
153838,Bandhan BSE India Sector Leaders Index Fund - Direct Plan - Growth,Other
153839,Bandhan BSE India Sector Leaders Index Fund - Regular Plan - Growth,Other
150871,BANDHAN CRISIL IBX 90:10 SDL PLUS GILT APRIL 2032 INDEX FUND - DIRECT GROWTH,Other
150872,BANDHAN CRISIL IBX 90:10 SDL PLUS GILT APRIL 2032 INDEX FUND - DIRECT IDCW,Other
150873,BANDHAN CRISIL IBX 90:10 SDL PLUS GILT APRIL 2032 INDEX FUND - REGULAR GROWTH,Other
150874,BANDHAN CRISIL IBX 90:10 SDL PLUS GILT APRIL 2032 INDEX FUND - REGULAR IDCW,Other
150868,BANDHAN CRISIL IBX 90:10 SDL PLUS GILT - NOV 2026 INDEX FUND - DIRECT GROWTH,Other
150867,BANDHAN CRISIL IBX 90:10 SDL PLUS GILT - NOV 2026 INDEX FUND - DIRECT IDCW,Other
150869,BANDHAN CRISIL IBX 90:10 SDL PLUS GILT - NOV 2026 INDEX FUND - REGULAR GROWTH,Other
150870,BANDHAN CRISIL IBX 90:10 SDL PLUS GILT - NOV 2026 INDEX FUND - REGULAR IDCW,Other
150888,BANDHAN CRISIL IBX 90:10 SDL PLUS GILT - SEP27 INDEX FUND - DIRECT GROWTH,Other
150889,BANDHAN CRISIL IBX 90:10 SDL PLUS GILT SEP27 INDEX FUND - DIRECT IDCW,Other
150890,BANDHAN CRISIL IBX 90:10 SDL PLUS GILT SEP27 INDEX FUND - REGULAR GROWTH,Other
150891,BANDHAN CRISIL IBX 90:10 SDL PLUS GILT SEP27 INDEX FUND - REGULAR IDCW,Other
150746,BANDHAN CRISIL IBX GILT APRIL 2026 INDEX FUND - DIRECT PLAN - GROWTH,Other
150747,BANDHAN CRISIL IBX GILT APRIL 2026 INDEX FUND - DIRECT PLAN - IDCW,Other
150744,BANDHAN CRISIL IBX GILT APRIL 2026 INDEX FUND - REGULAR PLAN - GROWTH,Other
150745,BANDHAN CRISIL IBX GILT APRIL 2026 INDEX FUND - REGULAR PLAN - IDCW,Other
148792,BANDHAN CRISIL IBX Gilt April 2028 Index Fund Direct Plan-Growth,Other
148791,BANDHAN CRISIL IBX Gilt April 2028 Index Fund Direct Plan-IDCW,Other
148790,BANDHAN CRISIL IBX Gilt April 2028 Index Fund Regular Plan-Growth,Other
148793,BANDHAN CRISIL IBX Gilt April 2028 Index Fund Regular Plan-IDCW,Other
151408,BANDHAN CRISIL IBX GILT APRIL 2032 INDEX FUND - DIRECT GROWTH,Other
151411,BANDHAN CRISIL IBX GILT APRIL 2032 INDEX FUND - DIRECT IDCW,Other
151409,BANDHAN CRISIL IBX GILT APRIL 2032 INDEX FUND - REGULAR GROWTH,Other
151410,BANDHAN CRISIL IBX GILT APRIL 2032 INDEX FUND - REGULAR IDCW,Other
148789,BANDHAN CRISIL IBX Gilt June 2027 Index Fund Direct Plan-Growth,Other
148788,BANDHAN CRISIL IBX Gilt June 2027 Index Fund Direct Plan-IDCW,Other
148786,BANDHAN CRISIL IBX Gilt June 2027 Index Fund Regular Plan-Growth,Other
148787,BANDHAN CRISIL IBX Gilt June 2027 Index Fund Regular Plan-IDCW,Other
153389,Bandhan CRISIL-IBX 10:90 Gilt Plus SDL Index - Dec 2029 Fund-Direct Plan-Growth,Other
153390,Bandhan CRISIL-IBX 10:90 Gilt Plus SDL Index - Dec 2029 Fund-Direct Plan-IDCW,Other
153391,Bandhan CRISIL-IBX 10:90 Gilt Plus SDL Index - Dec 2029 Fund-Regular Plan-Growth,Other
153392,Bandhan CRISIL-IBX 10:90 Gilt Plus SDL Index - Dec 2029 Fund-Regular Plan-IDCW,Other
153407,Bandhan CRISIL-IBX Financial Services 3-6 Months Debt Index Fund - Direct Plan - Growth,Debt
153408,Bandhan CRISIL-IBX Financial Services 3-6 Months Debt Index Fund - Regular Plan - Growth,Debt
149832,BANDHAN NIFTY 100 INDEX FUND - DIRECT PLAN - GROWTH,Other
149835,BANDHAN NIFTY 100 INDEX FUND - DIRECT PLAN - IDCW,Other
149833,BANDHAN NIFTY 100 INDEX FUND - REGULAR PLAN - GROWTH,Other
149834,BANDHAN NIFTY 100 INDEX FUND - REGULAR PLAN - IDCW,Other
153114,Bandhan Nifty 200 Quality 30 Index Fund - Direct Plan - Growth,Other
153113,Bandhan Nifty 200 Quality 30 Index Fund - Regular Plan - Growth,Other
112877,BANDHAN Nifty 50 Index Fund - Regular Plan - Growth,Other
112878,BANDHAN Nifty 50 Index Fund - Regular Plan - IDCW,Other
118482,BANDHAN Nifty 50 Index Fund-Direct Plan-Growth,Other
118483,BANDHAN Nifty 50 Index Fund-Direct Plan-IDCW,Other
153003,Bandhan Nifty 500 Momentum 50 Index Fund Direct Plan-Growth,Other
153002,Bandhan Nifty 500 Momentum 50 Index Fund Regular Plan-Growth,Other
152990,Bandhan Nifty 500 Value 50 Index Fund Direct Plan - Growth,Other
152991,Bandhan Nifty 500 Value 50 Index Fund Regular Plan - Growth,Other
152177,Bandhan Nifty Alpha 50 Index Fund - Direct Plan - Growth,Other
152178,Bandhan Nifty Alpha 50 Index Fund - Direct Plan - IDCW,Other
152179,Bandhan Nifty Alpha 50 Index Fund - Regular Plan - Growth,Other
152180,Bandhan Nifty Alpha 50 Index Fund - Regular Plan - IDCW,Other
153213,Bandhan Nifty Alpha Low Volatility 30 Index Fund - Direct Plan - Growth,Other
153212,Bandhan Nifty Alpha Low Volatility 30 Index Fund - Regular Plan - Growth,Other
152793,Bandhan Nifty Bank Index Fund - Direct Plan - Growth,Other
152792,Bandhan Nifty Bank Index Fund - Regular Plan - Growth,Other
152041,Bandhan Nifty IT Index Fund - Direct Plan - Growth,Other
152042,Bandhan Nifty IT Index Fund - Direct Plan - IDCW,Other
152043,Bandhan Nifty IT Index Fund - Regular Plan - Growth,Other
152044,Bandhan Nifty IT Index Fund - Regular Plan - IDCW,Other
152855,Bandhan Nifty Midcap 150 Index Fund-Direct Plan-Growth,Other
152856,Bandhan Nifty Midcap 150 Index Fund-Regular Plan-Growth,Other
153350,Bandhan Nifty Next 50 Index Fund - Direct Plan - Growth,Other
153349,Bandhan Nifty Next 50 Index Fund - Regular Plan - Growth,Other
152264,BANDHAN Nifty Smallcap 250 Index Fund - Direct Plan - Growth,Other
152263,BANDHAN Nifty Smallcap 250 Index Fund - Direct Plan - IDCW,Other
152266,BANDHAN Nifty Smallcap 250 Index Fund - Regular Plan - Growth,Other
152265,BANDHAN Nifty Smallcap 250 Index Fund - Regular Plan - IDCW,Other
152716,Bandhan Nifty Total Market Index Fund - Direct Plan - Growth,Other
152717,Bandhan Nifty Total Market Index Fund - Regular Plan - Growth,Other
150636,BANDHAN NIFTY100 LOW VOLATILITY 30 INDEX FUND - GROWTH - DIRECT PLAN,Other
150633,BANDHAN NIFTY100 LOW VOLATILITY 30 INDEX FUND - GROWTH - REGULAR PLAN,Other
150634,BANDHAN NIFTY100 LOW VOLATILITY 30 INDEX FUND - IDCW - DIRECT PLAN,Other
150635,BANDHAN NIFTY100 LOW VOLATILITY 30 INDEX FUND - IDCW - REGULAR PLAN,Other
150591,BANDHAN NIFTY200 MOMENTUM 30 INDEX FUND - GROWTH - DIRECT PLAN,Other
150592,BANDHAN NIFTY200 MOMENTUM 30 INDEX FUND - GROWTH - REGULAR PLAN,Other
150590,BANDHAN NIFTY200 MOMENTUM 30 INDEX FUND - IDCW - DIRECT PLAN,Other
150593,BANDHAN NIFTY200 MOMENTUM 30 INDEX FUND - IDCW - REGULAR PLAN,Other
152329,Baroda BNP Paribas Nifty 50 Index Fund - Direct Plan - Growth option,Other
152330,Baroda BNP Paribas Nifty 50 Index Fund - Direct Plan - IDCW option,Other
152331,Baroda BNP Paribas Nifty 50 Index Fund - Regular Plan - Growth option,Other
152328,Baroda BNP Paribas Nifty 50 Index Fund - Regular Plan - IDCW option,Other
153000,Baroda BNP Paribas Nifty Midcap 150 Index Fund - Direct Plan - Growth Option,Other
153001,Baroda BNP Paribas Nifty Midcap 150 Index Fund - Regular Plan - Growth Option,Other
151283,Baroda BNP Paribas Nifty SDL December 2026 Index Fund - Direct Plan - Growth Option,Other
151281,Baroda BNP Paribas Nifty SDL December 2026 Index Fund - Direct Plan - IDCW Option,Other
151279,Baroda BNP Paribas Nifty SDL December 2026 Index Fund - Regular Plan - Growth Option,Other
151280,Baroda BNP Paribas Nifty SDL December 2026 Index Fund - Regular Plan - IDCW Option,Other
151574,Baroda BNP Paribas NIFTY SDL December 2028 Index Fund - Direct Plan - Growth Option,Other
151575,Baroda BNP Paribas NIFTY SDL December 2028 Index Fund - Direct Plan - IDCW Option,Other
151576,Baroda BNP Paribas NIFTY SDL December 2028 Index Fund - Regular Plan - Growth Option,Other
151573,Baroda BNP Paribas NIFTY SDL December 2028 Index Fund - Regular Plan - IDCW Option,Other
152931,Baroda BNP Paribas Nifty200 Momentum 30 Index Fund - Direct Plan - Growth Option,Other
152930,Baroda BNP Paribas Nifty200 Momentum 30 Index Fund - Regular Plan - Growth Option,Other
154301,Choice Nifty 50 Index Fund - Direct Plan Growth,Other
154302,Choice Nifty 50 Index Fund - Regular Plan Growth,Other
154304,Choice Nifty Next 50 Index Fund - Direct Plan Growth,Other
154303,Choice Nifty Next 50 Index Fund - Regular Plan Growth,Other
153219,DSP BSE SENSEX Next 30 Index Fund - Direct - Growth,Other
153218,DSP BSE SENSEX Next 30 Index Fund - Direct - IDCW,Other
153216,DSP BSE SENSEX Next 30 Index Fund - Regular - Growth,Other
153217,DSP BSE SENSEX Next 30 Index Fund - Regular - IDCW,Other
151329,DSP CRISIL-IBX 50:50 Gilt Plus SDL - April 2033 Index Fund - Direct - Growth,Other
151328,DSP CRISIL-IBX 50:50 Gilt Plus SDL - April 2033 Index Fund - Direct - IDCW,Other
151327,DSP CRISIL-IBX 50:50 Gilt Plus SDL - April 2033 Index Fund - Regular - Growth,Other
151330,DSP CRISIL-IBX 50:50 Gilt Plus SDL - April 2033 Index Fund - Regular - IDCW,Other
141877,DSP Nifty 50 Equal Weight Index Fund - Direct Plan - Growth,Other
141878,DSP Nifty 50 Equal Weight Index Fund - Direct Plan - IDCW,Other
141875,DSP Nifty 50 Equal Weight Index Fund - Regular Plan - Growth,Other
141876,DSP Nifty 50 Equal Weight Index Fund - Regular Plan - IDCW,Other
146376,DSP Nifty 50 Index Fund - Direct Plan - Growth,Other
146377,DSP Nifty 50 Index Fund - Direct Plan - IDCW,Other
146379,DSP Nifty 50 Index Fund - Regular Plan - Growth,Other
146378,DSP Nifty 50 Index Fund - Regular Plan - IDCW,Other
154088,DSP Nifty 500 Index Fund - Direct - Growth,Other
154089,DSP Nifty 500 Index Fund - Direct - IDCW,Other
154090,DSP Nifty 500 Index Fund - Regular - Growth,Other
154091,DSP Nifty 500 Index Fund - Regular - IDCW,Other
152654,DSP Nifty Bank Index Fund - Direct - Growth,Other
152653,DSP Nifty Bank Index Fund - Regular - Growth,Other
153593,DSP Nifty Healthcare Index Fund - Direct - IDCW,Other
153594,DSP Nifty Healthcare Index Fund - Direct- Growth,Other
153592,DSP Nifty Healthcare Index Fund - Regular - Growth,Other
153595,DSP Nifty Healthcare Index Fund - Regular - IDCW,Other
153590,DSP Nifty IT Index Fund - Direct - Growth,Other
153591,DSP Nifty IT Index Fund - Direct - IDCW,Other
153588,DSP Nifty IT Index Fund - Regular - Growth,Other
153589,DSP Nifty IT Index Fund - Regular - IDCW,Other
154014,DSP Nifty Midcap 150 Index Fund - Direct - Growth,Other
154015,DSP Nifty Midcap 150 Index Fund - Direct - IDCW,Other
154012,DSP Nifty Midcap 150 Index Fund - Regular - Growth,Other
154013,DSP Nifty Midcap 150 Index Fund - Regular - IDCW,Other
150428,DSP Nifty Midcap 150 Quality 50 Index Fund - Direct - Growth,Other
150429,DSP Nifty Midcap 150 Quality 50 Index Fund - Direct - IDCW,Other
150427,DSP Nifty Midcap 150 Quality 50 Index Fund - Regular - Growth,Other
150430,DSP Nifty Midcap 150 Quality 50 Index Fund - Regular - IDCW,Other
146381,DSP Nifty Next 50 Index Fund - Direct Plan - Growth,Other
146382,DSP Nifty Next 50 Index Fund - Direct Plan - IDCW,Other
146380,DSP Nifty Next 50 Index Fund - Regular Plan - Growth,Other
146383,DSP Nifty Next 50 Index Fund - Regular Plan - IDCW,Other
153348,DSP Nifty Private Bank Index Fund - Direct - Growth,Other
153345,DSP Nifty Private Bank Index Fund - Direct - IDCW,Other
153347,DSP Nifty Private Bank Index Fund - Regular - Growth,Other
153346,DSP Nifty Private Bank Index Fund - Regular - IDCW,Other
149970,DSP Nifty SDL Plus G-Sec Jun 2028 30:70 Index Fund - Direct - Growth,Other
149971,DSP Nifty SDL Plus G-Sec Jun 2028 30:70 Index Fund - Direct - IDCW,Other
149968,DSP Nifty SDL Plus G-Sec Jun 2028 30:70 Index Fund - Regular - Growth,Other
149969,DSP Nifty SDL Plus G-Sec Jun 2028 30:70 Index Fund - Regular - IDCW,Other
151373,DSP Nifty SDL Plus G-Sec Sep 2027 50:50 Index Fund - Direct - Growth,Other
151371,DSP Nifty SDL Plus G-Sec Sep 2027 50:50 Index Fund - Direct - IDCW,Other
151370,DSP Nifty SDL Plus G-Sec Sep 2027 50:50 Index Fund - Regular - Growth,Other
151372,DSP Nifty SDL Plus G-Sec Sep 2027 50:50 Index Fund - Regular - IDCW,Other
154018,DSP Nifty Smallcap 250 Index Fund - Direct - Growth,Other
154019,DSP Nifty Smallcap 250 Index Fund - Direct - IDCW,Other
154016,DSP Nifty Smallcap 250 Index Fund - Regular - Growth,Other
154017,DSP Nifty Smallcap 250 Index Fund - Regular - IDCW,Other
152243,DSP Nifty Smallcap250 Quality 50 Index Fund - Direct - Growth,Other
152244,DSP Nifty Smallcap250 Quality 50 Index Fund - Direct - IDCW,Other
152245,DSP Nifty Smallcap250 Quality 50 Index Fund - Regular - Growth,Other
152242,DSP Nifty Smallcap250 Quality 50 Index Fund - Regular - IDCW,Other
152814,DSP Nifty Top 10 Equal Weight Index Fund - Direct - Growth,Other
152813,DSP Nifty Top 10 Equal Weight Index Fund - Regular - Growth,Other
153801,DSP Nifty500 Flexicap Quality 30 Index Fund - Direct - Growth,Other
153800,DSP Nifty500 Flexicap Quality 30 Index Fund - Direct - IDCW,Other
153802,DSP Nifty500 Flexicap Quality 30 Index Fund - Regular - Growth,Other
153803,DSP Nifty500 Flexicap Quality 30 Index Fund - Regular - IDCW,Other
153497,Edelweiss BSE Internet Economy Index Fund - Direct Plan - Growth,Other
153494,Edelweiss BSE Internet Economy Index Fund - Direct Plan - IDCW,Other
153495,Edelweiss BSE Internet Economy Index Fund - Regular Plan - Growth,Other
153496,Edelweiss BSE Internet Economy Index Fund - Regular Plan - IDCW,Other
150671,Edelweiss CRISIL IBX 50:50 Gilt Plus SDL April 2037 Index Fund - Direct Plan - Growth,Other
150722,Edelweiss CRISIL IBX 50:50 Gilt Plus SDL April 2037 Index Fund - Direct Plan - IDCW Option,Other
150720,Edelweiss CRISIL IBX 50:50 Gilt Plus SDL April 2037 Index Fund - Regular Plan - Growth,Other
150721,Edelweiss CRISIL IBX 50:50 Gilt Plus SDL April 2037 Index Fund - Regular Plan - IDCW Option,Other
150727,Edelweiss CRISIL IBX 50:50 Gilt Plus SDL June 2027 Index Fund - Direct Plan - Growth,Other
150770,Edelweiss CRISIL IBX 50:50 Gilt Plus SDL June 2027 Index Fund - Direct Plan - IDCW,Other
150771,Edelweiss CRISIL IBX 50:50 Gilt Plus SDL June 2027 Index Fund - Regular Plan - Growth,Other
150772,Edelweiss CRISIL IBX 50:50 Gilt Plus SDL June 2027 Index Fund - Regular Plan - IDCW,Other
150807,Edelweiss CRISIL IBX 50:50 Gilt Plus SDL Sep 2028 Index Fund - Direct Plan - Growth,Other
150850,Edelweiss CRISIL IBX 50:50 Gilt Plus SDL Sep 2028 Index Fund - Direct Plan - IDCW,Other
150848,Edelweiss CRISIL IBX 50:50 Gilt Plus SDL Sep 2028 Index Fund - Regular Plan - Growth,Other
150849,Edelweiss CRISIL IBX 50:50 Gilt Plus SDL Sep 2028 Index Fund - Regular Plan - IDCW,Other
151365,Edelweiss CRISIL IBX 50:50 Gilt Plus SDL Short Duration Index fund - Direct Plan - Growth,Other
151397,Edelweiss CRISIL IBX 50:50 Gilt Plus SDL Short Duration Index fund - Direct Plan - IDCW,Other
151398,Edelweiss CRISIL IBX 50:50 Gilt Plus SDL Short Duration Index fund - Regular Plan - Growth,Other
151399,Edelweiss CRISIL IBX 50:50 Gilt Plus SDL Short Duration Index fund - Regular Plan - IDCW,Other
153335,Edelweiss CRISIL IBX AAA Bond NBFC HFC Jun 2027 Index Fund - Direct Plan - Growth Option,Other
153333,Edelweiss CRISIL IBX AAA Bond NBFC HFC Jun 2027 Index Fund - Direct Plan - IDCW Option,Other
153334,Edelweiss CRISIL IBX AAA Bond NBFC HFC Jun 2027 Index Fund - Regular Plan - Growth Option,Other
153336,Edelweiss CRISIL IBX AAA Bond NBFC HFC Jun 2027 Index Fund - Regular Plan - IDCW Option,Other
153115,Edelweiss CRISIL IBX AAA Financial Services - Jan 2028 Index Fund - Direct - Growth,Other
153128,Edelweiss CRISIL IBX AAA Financial Services - Jan 2028 Index Fund - Direct - IDCW - Payout,Other
153130,Edelweiss CRISIL IBX AAA Financial Services - Jan 2028 Index Fund - Regular - Growth,Other
153129,Edelweiss CRISIL IBX AAA Financial Services - Jan 2028 Index Fund - Regular - IDCW - Payout,Other
149945,Edelweiss CRISIL PSU Plus SDL 50:50 Oct 2025 Index Fund - Direct Plan - IDCW Payout,Other
149950,Edelweiss CRISIL PSU Plus SDL 50:50 Oct 2025 Index Fund - Direct Plan Growth,Other
149947,Edelweiss CRISIL PSU Plus SDL 50:50 Oct 2025 Index Fund - Regular Plan - IDCW Payout,Other
149949,Edelweiss CRISIL PSU Plus SDL 50:50 Oct 2025 Index Fund - Regular Plan Growth,Other
148556,Edelweiss MSCI India Domestic & World Healthcare 45 Index Fund - Direct Plan - IDCW Option,Other
148558,Edelweiss MSCI India Domestic & World Healthcare 45 Index Fund - Regular Plan - IDCW Option,Other
148555,Edelweiss MSCI India Domestic & World Healthcare 45 Index Fund Direct Plan - Growth,Other
148557,Edelweiss MSCI India Domestic & World Healthcare 45 index Fund Regular Plan - Growth,Other
149254,Edelweiss Nifty 100 Quality 30 Index Fund Direct Plan Growth,Other
149255,Edelweiss Nifty 100 Quality 30 Index Fund Direct Plan IDCW,Other
149256,Edelweiss Nifty 100 Quality 30 Index Fund Regular Plan Growth,Other
149257,Edelweiss Nifty 100 Quality 30 Index Fund Regular Plan IDCW,Other
149250,Edelweiss Nifty 50 Index Fund Direct Plan Growth,Other
149251,Edelweiss Nifty 50 Index Fund Direct Plan IDCW,Other
149252,Edelweiss Nifty 50 Index Fund Regular Plan Growth,Other
149253,Edelweiss Nifty 50 Index Fund Regular Plan IDCW,Other
152616,Edelweiss Nifty Alpha Low Volatility 30 Index Fund - Direct Plan - Growth,Other
152619,Edelweiss Nifty Alpha Low Volatility 30 Index Fund - Direct Plan - IDCW Payout,Other
152617,Edelweiss Nifty Alpha Low Volatility 30 Index Fund - Regular Plan - Growth,Other
152618,Edelweiss Nifty Alpha Low Volatility 30 Index Fund - Regular Plan - IDCW Payout,Other
149343,Edelweiss NIFTY Large Midcap 250 Index Fund - Direct Plan Growth,Other
149339,Edelweiss NIFTY Large Midcap 250 Index Fund - Direct Plan Payout,Other
149341,Edelweiss NIFTY Large Midcap 250 Index Fund - Regular Plan Growth,Other
149342,Edelweiss NIFTY Large Midcap 250 Index Fund - Regular Plan Payout,Other
154310,Edelweiss Nifty LargeMidcap 250 Plus 8-13 yr G-Sec 70-30 Index Fund Direct Plan Growth,Other
154312,Edelweiss Nifty LargeMidcap 250 Plus 8-13 yr G-Sec 70-30 Index Fund Regular Plan Growth,Other
154314,Edelweiss Nifty LargeMidcap250 Plus 8-13 yr G-Sec 70-30 Index Fund - Direct Plan - Quarterly IDCW,Other
154315,Edelweiss Nifty LargeMidcap250 Plus 8-13 yr G-Sec 70-30 Index Fund - Regular Plan - Quarterly IDCW,Other
154311,Edelweiss Nifty LargeMidcap250 Plus 8-13 yr G-Sec 70-30 Index Fund Direct Plan Monthly IDCW,Other
154313,Edelweiss Nifty LargeMidcap250 Plus 8-13 yr G-Sec 70-30 Index Fund Regular Plan Monthly IDCW,Other
150902,Edelweiss Nifty Midcap150 Momentum 50 Index Fund - Direct Plan - Growth,Other
150903,Edelweiss Nifty Midcap150 Momentum 50 Index Fund - Direct Plan - IDCW,Other
150900,Edelweiss Nifty Midcap150 Momentum 50 Index Fund - Regular Plan - Growth,Other
150901,Edelweiss Nifty Midcap150 Momentum 50 Index Fund - Regular Plan - IDCW,Other
150899,Edelweiss Nifty Next 50 Index Fund - Direct Plan - Growth,Other
150896,Edelweiss Nifty Next 50 Index Fund - Direct Plan - IDCW,Other
150897,Edelweiss Nifty Next 50 Index Fund - Regular Plan - Growth,Other
150898,Edelweiss Nifty Next 50 Index Fund - Regular Plan - IDCW,Other
148794,Edelweiss NIFTY PSU Bond Plus SDL Apr 2026 50: 50 Index Fund - Regular Plan - IDCW Option,Other
148795,Edelweiss NIFTY PSU Bond Plus SDL Apr 2026 50:50 Index Fund - Direct Plan - Growth,Other
148796,Edelweiss NIFTY PSU Bond Plus SDL Apr 2026 50:50 Index Fund - Direct Plan - IDCW Option,Other
148797,Edelweiss NIFTY PSU Bond Plus SDL Apr 2026 50:50 Index Fund - Regular Plan - Growth,Other
149246,Edelweiss NIFTY PSU Bond Plus SDL Apr 2027 50:50 Index Fund - Direct Plan - IDCW,Other
149247,Edelweiss NIFTY PSU Bond Plus SDL Apr 2027 50:50 Index Fund - Direct Plan Growth,Other
149249,Edelweiss NIFTY PSU Bond Plus SDL Apr 2027 50:50 Index Fund - Regular Plan - Growth,Other
149248,Edelweiss NIFTY PSU Bond Plus SDL Apr 2027 50:50 Index Fund - Regular Plan - IDCW,Other
150892,Edelweiss Nifty Smallcap 250 Index Fund - Direct Plan - Growth,Other
150895,Edelweiss Nifty Smallcap 250 Index Fund - Direct Plan - IDCW,Other
150894,Edelweiss Nifty Smallcap 250 Index Fund - Regular Plan - Growth,Other
150893,Edelweiss Nifty Smallcap 250 Index Fund - Regular Plan - IDCW,Other
152985,Edelweiss Nifty500 Multicap Momentum Quality 50 Index Fund - Direct - Growth,Other
152982,Edelweiss Nifty500 Multicap Momentum Quality 50 Index Fund - Direct - IDCW - Payout,Other
152988,Edelweiss Nifty500 Multicap Momentum Quality 50 Index Fund - Regular - Growth,Other
152983,Edelweiss Nifty500 Multicap Momentum Quality 50 Index Fund - Regular - IDCW - Payout,Other
118580,Franklin India INDEX FUND- NSE Nifty 50 Index Fund - Direct - IDCW,Other
100484,Franklin India Index Fund- NSE Nifty 50 Index Fund - Growth,Other
105067,Franklin India INDEX FUND- NSE NIFTY 50 INDEX FUND - IDCW,Other
118581,Franklin India INDEX FUND- NSE NIFTY 50 INDEX FUND- Direct - Growth,Other
153704,Groww Nifty 50 Index Fund Direct Growth,Other
153709,Groww Nifty 50 Index Fund Direct IDCW,Other
153710,Groww Nifty 50 Index Fund Regular Growth,Other
153711,Groww Nifty 50 Index Fund Regular IDCW,Other
153230,Groww Nifty India Railways PSU Index Fund - Direct Plan - Growth,Other
153231,Groww Nifty India Railways PSU Index Fund - Direct Plan - IDCW,Other
153232,Groww Nifty India Railways PSU Index Fund - Regular Plan - Growth,Other
153233,Groww Nifty India Railways PSU Index Fund - Regular Plan - IDCW,Other
153939,Groww Nifty Midcap 150 Index Fund Direct Growth,Other
153952,Groww Nifty Midcap 150 Index fund Direct IDCW,Other
153953,Groww Nifty Midcap 150 Index Fund Regular Growth,Other
153954,Groww Nifty Midcap 150 Index Fund Regular IDCW,Other
153786,Groww Nifty Next 50 Index Fund Direct Growth,Other
153797,Groww Nifty Next 50 Index Fund Direct IDCW,Other
153798,Groww Nifty Next 50 Index Fund Regular Growth,Other
153799,Groww Nifty Next 50 Index Fund Regular IDCW,Other
152636,Groww Nifty Non-Cyclical Consumer Index Fund - Direct Plan - IDCW,Other
152637,Groww Nifty Non-Cyclical Consumer Index Fund - Direct Plan Growth,Other
152635,Groww Nifty Non-Cyclical Consumer Index Fund - IDCW,Other
152633,Groww Nifty Non-Cyclical Consumer Index Fund - Regular Plan - Growth,Other
154346,Groww Nifty Private Bank Index Fund Direct Growth,Other
